text,toxic
"number expertos , number eventuais e , en breve , number ou number diretores beiras , pese a ter arterializados os galegos mais complexos ( lixo , auga e acuda no afogar ) . number persianas para a destina apolítica duna coa de number 0mil habs . non sei se o sector da fronte ter tanta dente chupando do bote",1
"a maldita liberdade , de no sabe dize no quando tem que ser dito ! ! ! !",0
"retweeet eu ri muito de culpa , no acredito que acordei minha bichinha :/",1
to ligando pra ninguém agora alam do meu filho ( a ),0
infelizmente deve ter aprendido com a dilma brousse e seus guerrilheiros,0
"veja o exemplo de desinformado da imprensa brasileira hashtag menos imposto , aumenta o consumo e aumenta as vendas , todo saem ganhando . o jornal o globo como todos os do seu grupo sempre tentam desinformar e criar o caos . hashtag hashtag hashtag",1
vocês tm medo de entregar um celular velho que no presta durante o roubo ? tipo vai que o ladro perceba depois que o celular não presta e da acontece dele roubar um lugar onde você esta a ele olha pra você e um você me deu aquele celular que não presta não tome aqui trs tiros,0
por favor renova est bosta de robô do jogo,1
"twitter definitivamente a rede social mais toxica que tem , as pessoas sim vem aqui pra reclamar da vida ou julgar a vida alheia , mesmo no tendo caralho nenhum a ver com a vida da outra pessoa . ser humano te precisando ter mais senso",0
de otária que eu sou,1
"ontem tava um puta calor chega hoje , um frio do karalho",0
ah poderia ficar horas olhando a bolinho dormir . sou muito tiete de uma acriana,0
caracas eu to um lixo hoje kkk,0
del distraído ! ! acho que no foi como você pensava ! ! vergonha alheia ! !,0
evento de burguês ninguém proíbe as autoridades dessa cidade esfrega o rabo em quem tem dinheiro !,1
sou branco mas tenho vergonha da minha raa puta que pariu,1
está ficando com aquele pretinho da quadrilha ? gracinha está ele um pite mesmo urrar,1
denis alam de ter mais habilidade est em melhores companhia,0
resumindo : comam as coisas antes delas mofarem,0
eu tenho que pausa o episodio pra dar uns mini surtos porque puta que pariu meu corão vai parar a qualquer momento hashtag,1
number eu lidando com meus problemas,0
alex cause um teso de mulher puta que pariu que personagem to completamente apaixonada,1
"vocês são chatos para caralho , deixa a pessoa se vestir do jeito que quer",1
retweeet eu sou a maisa,0
"essa lorena , veio ao mundo mesmo no sendo planejada , e que mudou minha vida da agua para vinho . sim , ela o amor da minha vida , no tenho palavras para explicar o quanto eu a amo . vou contar uma histeria muito fofinha para vocês e um pouco dolorida para lorena . +",0
te porra kkk,0
retweeet eu to falando que essa macaca vai ser horrível e ninguém está acreditando,1
o seu dia mais feliz vai ser o mesmo que o meu .,0
"diretor do meteorológico , ricardo galvão , ser demitido apos o governo criticar os dados do desmatamento da amazônia divulgados pelo instituto eu digo dita e vocês dura",0
pau no cu do frio e dessa temperatura de abrangeu,1
"caralho , tinha ninguém pra jogar no time e agora tem number pessoas , amo quando algo de certo :)",0
caralho que recepto péssima pelo amor de deus,1
caralho carioca no tem sotaque,0
que calor esse mano ? a deve ser o meu fogo no cu,1
kkk ok assumo a responsabilidade te indicando ter muitos lenhos partir do number pra frente,0
retweeet os macaquinhos da escola tiveram dois filhinhos e eles so lindos to a a a a a a a,0
retweeet gosto realmente igual a com porque eu acho esse mcdonald's coze feio e chato .,1
lindamente fodido,1
era sim uma chuvinha pra esse final de semana em rs,0
a no gosto desses sobrinhos do meu tio sandro . povinho duo,1
porque diachos tem fruir no nome da conta ah é lol não . porra meme pronto,1
o crebro desse babaca quando ver que o meno no abaixou a cabeça,1
number de defeito essa minha cara feia,1
"eu não gosto de chuva , nem de frio , sim gosta quem no tem porra nenhuma em casa pra fazer , eu tenho , varias loucas kkk",1
minha mãe está puta comigo,0
"no , eu no vou fazer isso . já entreguei nas mós de deus , sei que melhor advogado eu no poderia ter .",0
"saudade da pouca que eu tinha the sims no computador , puta que me pariu eu amava mais do que tudo aquilo , algum me da de presente serio",0
se tu quiser eu te dou o mundo puta merda,0
retweeet caralho tu foda kkk,0
no tem coisa melhor que foder com meu puto ao ar livre ! enjoy it all here subscreve now !,1
retweeet ajoelha e mama esse caralho vai bebê ! de retweeet a .,1
bando de cu de apito puta que pariu,1
porra eu sou insuportável kk,1
vai se foder bicha burra do cara que eu sou,1
ei ! ou ! vem aqui no meu insta que te mostro minha feira caralho,0
bem consigo prestar atendo no que ela te fazendo sim te tentando entender a roupa mesmo,0
kkk para porra,1
hoje tem vaza jato ! ! ! ? ? ? ? ?,0
retweeet quem viveu grêmio ex palmeiras dos anos number sabe a rivalidade desse confronto . saci nem existia nessa pouca,0
hoje eu joguei uma tinta mais escura em cima da merda e acho que deu certo te esperando secar,0
"pior que não no . a rap dominicana começou a jogar para caralho velho , tendi no",0
retweeet puta que pariu mano baralhada bonita do caralho,1
retweeet o de e ai o professor que não anota nada no quadro não da pra acompanhar o raciocínio,0
boa caralho,1
retweeet nasci pra me foder,1
minha ver quase esmagou meu av no porto puta que pariu vocês não tem nodo do nervoso que eu passei quase que eu brigo com ela,0
nil vai ter no google podcast pra ouvir em number plano ?,0
essa atualizar meu deus eu vou morrer meu deus eu to - - - um dos melhores capítulos ano hashtag,0
"mano te me afogando no copo de cafu , muito sono",0
retweeet sim queria estar em vem ainda,0
"retweeet na seca . machucou um pouco , mas teso do caralho !",1
infelizmente bem provável . porque o atual prefeito no ajuda .,1
ela do mal ? droga te me dando vontade de assistir pra entender,0
"você tem uma vontade imensa de dar esse "" douta queimado "" para o . deixa pra la .",1
"mano , isso muito satisfatório",0
que preguiço desgraçada,0
caralho andara hashtag,1
"minha me te muito agressiva hoje , tudo que eu falo com ela , ela manda eu "" tnc "" , agressividade do caralho",1
que nome de um time seu time um dia mas o que parte de mim que me ama bts puta que pariu mano olha mas quase acertou o nome do kim,0
caralho eu to muito rouca,1
di muito o meu corão ver o meu magrelo no estado em que ele se encontra .,0
retweeet muita gente no gosta de mim porque no foro simpatia com ninguém !,0
essa porra dessa musica me deixa muito mal mas to no repeat desde ontem,1
tem um casal sapato no meter,1
"eu sou mais filho da puta do que todos os petistas , espuma de dio gregário gregório , o fascista nazista comunista parasita esquerdista aza duelista , budista corista na timeline do pássaro vermelho ! ! ! vence aza "" boceta "" ! ! !",1
pessoa mais incrível que existe tmnc te amo muito mesmo porra te amo demais você foda,1
"tenho essa , não pode ser real , olha a qualidade do negocio puta que pariu",0
at porque no é mesmo karaokê é sim gordura hidrogenada essa porra a,1
coloca na minha horta .,1
sai pra la sua retardada,1
eu nasci pra ser sapato moral,1
hoje eu vou sentar numa rola diferente,1
enche o cu de maconha e fala merda,1
eu mesma com number anos,0
minha stand numero number desse site amo,0
consta . a dor de cotovelo te te deixando burro hein ?,1
puta que pariu anne salvou a noite,1
"encontro uma coisa , agora diálogos so coisas diferentes . ele confirmou o encontro e provavelmente tiveram um dialogo , que vocês lo supondo que seja este . kkk hashtag hashtag hashtag",0
"eu também e todo mundo que me conhece me pergunta qualquer eu to fazendo no colégio militar , a vida não",0
"em number essa era a pouca que eu "" namorei "" e as lembranças do facebook so muita engradadas puta que pariu kkk",0
"amante braba para mim aquela que sustenta a bronca de comer marido alheio , que quando a fiel descobre e vai na direto , bota a cara mesmo sem medo e fala : "" estou com seu marido mesmo e ver o que você pode fazer "" . no essas que frouxa , nega at a morte , chora e ainda chama família !",1
foi um lixo pra mim,1
"se eu pego uma praga dessa eu mato moral tenho nojo de gente que maltrata animais porra filho da puta vai comer uma boceta , arrumar trabalho sla mas deixa os bicho em paz inferno tomara que arda no inferno .",1
"racista , ignorante , mentiroso , autoritário , nepotista , persecutório , mal-educado , despreparado que absurdo presidencial vamos naturalizar hoje ? chamar de polemicas ou de acríticas est ficando insustentável . normalizar absurdos como as democracias morrem .",1
"tipo certa organiza-o chamada "" juízes pela democracia "" .",0
kkk eu mesmo me fiz de palhaça,0
sou inútil nem isso consigo fazer,1
aquecimento global diga no faca algo,0
poste uma foto de você e number bias seus e deixe seus mutuais decidirem com quem eles chispam mais você to com vergonha mas não deixem florar,0
"você sim manda figurinha chata , que me irrita , obvio que eu vou ficar putinha kkk eu hein",0
"olha a bitola , quem sabe vira homo",1
"e morre a fauna e no se ouve o sabei cantando ! e morre a flora e no se ver a flor desabrochando ! e no se escuta mais o ronco daquela cascata ! o fim da agua , o fim da vida , engo te matando a mata ! ( arnaud rodrigues )",0
aza burro tinha que ter colocado natalia bem antes viado,1
vagabundo,1
"ai que dio , qual o problemas dessas pessoas ? ? que povo ingrato puta que dio",1
"no cuida no pra tu ver se no arrebento a tua cara e a do teu correição , vagabunda !",1
piranha hashtag hashtag hashtag,1
trouxe blusa e te um calor do caralho ! cada dia uma escolha errada diferente,0
gradas a deus no devo mais nada a ninguém,0
coloquei a roupa que comprei para number da nata a dois anos atrás e nem eu to acreditando que ficou boa assim kkk nem parece que sou essa porca gorda,0
"gente to vendendo por ar $ number , number o ingresso puta que pariu",0
bom dia filho da puta amam caralho,1
kkk ele pica,1
as amigas da minha mas vão la em casa e eu não to preparado pra ter que dar oi e conversar com elas,0
"lindo no quer usar preservativo , sim que as piranha pede kkk number inesquecível",1
retweeet era melhor ter arrumado a porra do quarto .,0
retweeet eu preciso sentir o que é amar alguém assim na moral que lindos,0
bom dia do ranqueada fodido de febre,1
eu sim coloquei o nome dela no tinha esses números . no entendi porque,0
a menina cismou de querer ficar comigo e eu toda hora falando que sou viado,0
retweeet frio do cacete,0
"retweeet hashtag eu choro quando estou com raiva , choro quando estou triste , choro quando estou feliz e choro at quando no sei o que",0
saiam daqui caralho vão pô privado,0
eu sonhei com tanto macho escroto hoje que acordei exalando césio number,1
"guiratinga-mt estou convidando você para participar do pai number clou , um site que permite que você ganhe dinheiro com as medias sociais . acabei de ganhar number e você também pode ! inscreva-se hoje para um bônus de number ! ; hashtag hashtag",0
acordei no horário errado puta que pariu to brava,1
"primeiramente mandaria se foder porque amigo nenhum diz que outras garotas so melhores . depois perguntar se ele realmente tem interesse , e se no tiver parar de agir como se tivesse",1
o senado no uma instituído democrática . uma casta que vive de privilégios as custas da popular e se acham inimputáveis hashtag,0
"como alguém não consegue gostar de pagode mané , puta som bom",0
nada do que eu fado nunca está bom pra ninguém,0
eu amo a me da julia puta que pariu kkk todo dia rindo no grupo,0
meu deus eu me odeio pra caralho,1
"retweeet gosto de prioridade , segunda opo você enfia no seu cu",1
"entortei a ponta kkk , porem não aparece na foto",0
vai estudar cambada de maconheiros,1
caralho todo dia alguém reclamando dessa merda porque sabe que vai ganhar biscoito vá se foder,1
"retweeet perídio muita bonito , saudades de te mirar sacana",0
so caetano ex grêmio osasco copa paulista number number number habomfim,0
queira matar a maria eduarda do inicio do ano que aceitou fazer o coeficiente e pagar quase number pila nesse lixo,1
vou morrer de pau duro com esses dois,1
"sporting leva number jogadores para a supera-a , incluindo bruno fernandes | sapo",0
"meu filho te to rapazinho , to inteligente . sou muito apaixonada .",0
"so uns filho da puta , todos",1
eu deixo a musica rodando no mínimo number horas por dia . eu divulguei pra cacete quando saiu e o fato de eu no estar votando no ema no significa que eu no estou apoiando eles .,0
